quantity_id,description,artifact_file,track,geometry,system,target,split,units_scope,quota_or_budget,signal_or_policy,estimate,ci_lo,ci_hi,interval_method,n_units,n_affected,denominator,notes
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_exact (diagnostic (needs FULL or reference)),0.09861997567195945,0.004694436327091289,0.21554063164258197,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 266; ties in 0.519 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.1|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_exact (diagnostic (needs FULL or reference)),53.86968719211735,,,none (a count or a point value),85,,none (loss units),oracle prize 401.958. k = 266; ties in 0.519 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.2,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),0.2226304767804589,0.09222346379946941,0.3513494267221004,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 531; ties in 0.495 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),0.1574548526772846,0.046155717341411585,0.28256662685925416,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 531; ties in 0.495 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.2|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_exact (diagnostic (needs FULL or reference)),99.55269674109287,,,none (a count or a point value),85,,none (loss units),oracle prize 447.166. k = 531; ties in 0.495 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.3,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),0.21493724799567285,0.04885290392737518,0.3607471729661764,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 796; ties in 0.288 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),0.12185017935881742,0.007756179902302259,0.23793506414750662,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 796; ties in 0.288 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.3|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_exact (diagnostic (needs FULL or reference)),96.42871811842802,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 796; ties in 0.288 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.5,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),0.18634800444554364,-0.07614099375139617,0.38025361320939693,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 1328; ties in 0.078 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),0.03423387208900109,-0.11352197808442484,0.16259926735223507,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 1328; ties in 0.078 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_exact|0.5|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_exact (diagnostic (needs FULL or reference)),83.60253683425155,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 1328; ties in 0.078 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.1,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.1340183467586746,0.029277592943353057,0.25507246147225526,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 266; ties in 0.519 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.09861997567195945,0.004694436327091289,0.21554063164258197,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 266; ties in 0.519 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.1|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E1_fn_only (diagnostic (needs FULL or reference)),53.86968719211735,,,none (a count or a point value),85,,none (loss units),oracle prize 401.958. k = 266; ties in 0.519 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.2,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.2226304767804589,0.09222346379946941,0.3513494267221004,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 531; ties in 0.495 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.1574548526772846,0.046155717341411585,0.28256662685925416,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 531; ties in 0.495 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.2|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E1_fn_only (diagnostic (needs FULL or reference)),99.55269674109287,,,none (a count or a point value),85,,none (loss units),oracle prize 447.166. k = 531; ties in 0.495 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.3,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.21493724799567285,0.04885290392737518,0.3607471729661764,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 796; ties in 0.288 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.12185017935881742,0.007756179902302259,0.23793506414750662,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 796; ties in 0.288 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.3|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E1_fn_only (diagnostic (needs FULL or reference)),96.42871811842802,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 796; ties in 0.288 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.5,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.18634800444554364,-0.07614099375139617,0.38025361320939693,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 1328; ties in 0.078 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E1_fn_only (diagnostic (needs FULL or reference)),0.03423387208900109,-0.11352197808442484,0.16259926735223507,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 1328; ties in 0.078 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E1_fn_only|0.5|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E1_fn_only (diagnostic (needs FULL or reference)),83.60253683425155,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 1328; ties in 0.078 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.1,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.13537869833639093,0.061827374915580824,0.21224521734439916,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 266; ties in 0.237 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.10240816533062315,0.03299517038124143,0.17645303560987846,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 266; ties in 0.237 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.1|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),54.416490788305865,,,none (a count or a point value),85,,none (loss units),oracle prize 401.958. k = 266; ties in 0.237 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.2,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.14901362617701078,0.03952828234400844,0.24327379212002181,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 531; ties in 0.200 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.08781140825359646,0.005934380855073077,0.16607191585241265,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 531; ties in 0.200 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.2|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),66.63377158249264,,,none (a count or a point value),85,,none (loss units),oracle prize 447.166. k = 531; ties in 0.200 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.3,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.17785101466905062,-0.006878629277284354,0.31562924772997497,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 796; ties in 0.466 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.08595289229521072,-0.03392702235353968,0.18820185611485798,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 796; ties in 0.466 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.3|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),79.79047615303773,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 796; ties in 0.466 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.5,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.20666190108550994,-0.009286305431507378,0.3657115471504352,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 1328; ties in 0.362 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),0.057134197290346335,-0.05302407841832101,0.1563447554805028,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 1328; ties in 0.362 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E2_fn_fp|0.5|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E2_fn_fp (diagnostic (needs FULL or reference)),92.71609454120437,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 1328; ties in 0.362 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.1,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.13969211594855502,0.03382425008241908,0.2612423916410706,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 266; ties in 0.008 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.1|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.10331233509860442,0.008860752126915035,0.2217870073427476,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 266; ties in 0.008 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.1|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 10%,dE_E3_class_aware (diagnostic (needs FULL or reference)),56.15030159194651,,,none (a count or a point value),85,,none (loss units),oracle prize 401.958. k = 266; ties in 0.008 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.2,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.22164562125488604,0.08653323211440145,0.3525490654400368,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 531; ties in 0.503 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.2|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.15463705335752229,0.043535829107263495,0.2772556136254781,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 531; ties in 0.503 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.2|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 20%,dE_E3_class_aware (diagnostic (needs FULL or reference)),99.1123032024857,,,none (a count or a point value),85,,none (loss units),oracle prize 447.166. k = 531; ties in 0.503 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.3,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.2114374813801367,0.04128898426317774,0.3588198023979612,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 796; ties in 0.304 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.3|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.11820519047706775,0.004370219735046838,0.23371783594990428,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 796; ties in 0.304 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.3|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 30%,dE_E3_class_aware (diagnostic (needs FULL or reference)),94.85859469125633,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 796; ties in 0.304 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.5,nDG,benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.19350893934333246,-0.07451701772609584,0.38838886632588004,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile",85,,oracle prize at the same quota,k = 1328; ties in 0.094 of the selection boot_dropped 0
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.5|minus_random,nDG minus random (paired),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E3_class_aware (diagnostic (needs FULL or reference)),0.041265531241513394,-0.10780957307559857,0.1689797232459462,"paired unit bootstrap, 1000 draws, default_rng(0) in 92's cell order; draws whose oracle prize is below 25% of the full-sample prize dropped (boot_dropped); ties in exact expectation; 95% percentile of nDG(signal) - nDG(random) within each draw",85,,oracle prize at the same quota,k = 1328; ties in 0.094 of the selection
ndg|benchmark_table|nuScenes oracle plan_ade JC_ade|all|dE_E3_class_aware|0.5|gain,realised gain (loss units),benchmark_table.csv,nuScenes,oracle,plan_ade,"q_plan ADE: learned planner (Planner C) against the real trajectory, average displacement",all,"SETTING: all units (train, validation and test); not an allocator result",quota 50%,dE_E3_class_aware (diagnostic (needs FULL or reference)),86.81519438506002,,,none (a count or a point value),85,,none (loss units),oracle prize 448.637. k = 1328; ties in 0.094 of the selection
