seq,frame,sample_token
scene-0012,28,7714fdd1943d4487ba9b9b3909352199
scene-0012,29,56a8812e2fae4b13960c853cebe58374
scene-0012,30,2e8bed7f596949d2b8777b2a856c7194
scene-0012,31,3a699bf9a53a4c17b008cb3d14bfe238
scene-0012,32,d04c38eb3667435cbcadc46ee8eae374
scene-0012,33,2818d76fdbcf49029de0e316a26f8903
scene-0012,34,45a4f3c2a8a44161bf74a0de34aff804
scene-0012,35,ba3778e1ab7d425eb40a781546aaba4a
scene-0012,36,4de1ba6d551f4b499f4c7c45e70e4e9c
scene-0012,37,a3d738f58fd241178943ee5b09117d05
scene-0012,38,cae4019561f143f5b924529ea50bf8a8
scene-0012,39,feedde26563b4303ad0faa7ef7684940
scene-0013,0,b9c60cfaf1814c8bb363037dec7abd35
scene-0013,1,9aa4c454c6154c069354edd8819f767a
scene-0013,2,4de7963785f34de7afb9e5aae3ce6f9f
scene-0013,3,480ea4e6cd7b4fc7b46ace2b8001fd19
scene-0013,4,31815eedcec04d4892ae361262825ded
scene-0013,5,b2329c1fe1714b9bb2642b257d38755d
scene-0013,6,fdd3a6f8d68a4bf08f45881201d072ae
scene-0013,7,10ad8522733c4c47bcf7dc32cb38762f
scene-0013,8,5dd248af969c406f9812c24fe4498974
scene-0013,9,e30a3a964a2e44f29009b76f096acdaa
scene-0013,10,613616256c904184b32ec44c23262340
scene-0013,11,3615d82e7e8546fea5f181157f42e30b
scene-0013,12,a21bf301ee63439697226895c267af08
scene-0013,13,4b65f133505445c7a2425c44b0a2f46f
scene-0013,14,a32eb5c0d8514895af2af5889c1f5199
scene-0013,15,4635c393dbdc4aa589b221fad153d427
scene-0013,16,82aa58cdc18a4b03ae40861cb0ecef79
scene-0013,17,97c934ef10c34ced96b35417dce1b75a
scene-0013,18,f25fac13b265470aa70b69a7ed8013cc
scene-0013,19,6b506fcb72d542ed96d98270abb7aad3
scene-0013,20,da5566fec7d841e399413ccef674c966
scene-0013,21,45761bf806734f8188b9b9297f76afc7
scene-0013,22,20a68f4f6d5e46edb6c4d9e8321ced5b
scene-0013,23,8929201da6384e3a8299d9427669f735
scene-0013,24,9a7dc9c8adce4ae68ca26ad5b5f93366
scene-0013,25,7184209f0b664006a01f7dea4e4ed12c
scene-0013,26,b3ba77a696634442a5f5a5dbcf906a39
scene-0013,27,afc6a7290edb4e7ea109ef97c917fd9a
scene-0013,28,3f4b0beb19874ac6b7daa0f59b714f69
scene-0013,29,867689f92a82488f91fc0b7f283c0858
scene-0013,30,2c1f8867c60b44f09ee37b5df1d1ad24
scene-0013,31,6253275961a54201b8ef78b33bb0a5b4
scene-0013,32,edbe3e17467b4106a7ea812fccc6da78
scene-0013,33,fde1435fa125431d9eb22d8e5e254a32
scene-0013,34,d82980cf7e294905b8b8678fed8a9530
scene-0013,35,1f0a495a2b76420b9cadbc61723e1d46
scene-0013,36,21f333d5deb043bba7fe772ff5775b0e
scene-0013,37,23e7d17b256348638af3b2739b80a5ca
scene-0013,38,594881e10bca4f689d5a6b97ab3d763d
scene-0013,39,51f7ea7d3e4e42dfaf183dbe9996f1fb
scene-0014,0,43cfc03be6f842ae8942c995f8e3f2fb
scene-0014,1,b4799bade00a402693dfa295adeea027
scene-0014,2,a3a642471c514dcaa0d1c9c349f16557
scene-0014,3,8a6f3826e95840b096096fb07cf3d22d
scene-0014,4,3fa89fab4ac04d89b9f4480c840658fd
scene-0014,5,96237b21bbed4808a2f751f17d5121f8
scene-0014,6,74dad84d279846b5a8932753efb179e1
scene-0014,7,8e85b43ad9694b7aab05b40b4b6de65c
scene-0014,8,7282c260eb3440539424668687a82648
scene-0014,9,2da9ed7919024a0ca4db7a801e70d82a
scene-0014,10,d703cae6cfcb407fa4de781c222be9b8
scene-0014,11,3a1dd258a83f44b6bd97e8cc426d7057
scene-0014,12,37f843af00b54e36b5f57c9c93943c8d
scene-0014,13,ea1f5e0340e14464818a7c9b60564e6e
scene-0014,14,6a53a53e9883421d8f2a50b2546f2745
scene-0014,15,65e61ba2c56b486cbf594a1f382b9ac8
scene-0014,16,f7999aea56664077b37337c19a1950ac
scene-0014,17,fee17d51d2c942e5b81767fca9993099
scene-0014,18,f3cf684168d546328dd1bf7f4141f5e4
scene-0014,19,907c55da60624b3ab19750af975b96a8
scene-0014,20,23e2233434534104ab77e30f8c5289c0
scene-0014,21,60b79183ee3344c9ac1d4ca7d2d1abde
scene-0014,22,510c3f937ce54fafa51f9c9f98f0a4a5
scene-0014,23,5d1c94a4e79c4ae8ab8a58977826b106
scene-0014,24,ce60545b3a344043881d7bfc6b5b75fc
scene-0014,25,e8953eb644e34d67a97ce72d2442baf9
scene-0014,26,32fb01b0d61a4724a60cb38a2b03fdaf
scene-0014,27,29f27e9e5e0f434983e9f0edfa77f144
scene-0014,28,c46eaf0c8a9d40bdb8c7112cff75f701
scene-0014,29,303119a4aa5647a386b9ac78f26ab362
scene-0014,30,2c0c09db419e4ae692666d7dd235594d
scene-0014,31,cc57b56763574b4298a1211be06666dd
scene-0014,32,cec2eba279304af8a4cf27cb147e0737
scene-0014,33,0afa886817744d61be66f0bcea2be47c
scene-0014,34,1c6d9929bbb840d0975fbf15ed9186d7
scene-0014,35,5a42a9de66d84a4d89bd4b33350d5b4b
scene-0014,36,3e3763feabff47e6ba8af6de41bfad3d
scene-0014,37,8f420f23888e4cae9fa6d76218e393bd
scene-0014,38,ebccfaee3074462482d9948f4866382e
scene-0014,39,d0501e0542884ab1a4790236b16bc1d4
scene-0015,0,234b0f37af694571876a745e5bbb5e08
scene-0015,1,20df43740cba4411a810e204501af71a
scene-0015,2,6482944ffc7a4e07b6028c5797a41606
scene-0015,3,f133ae5862974d64aba52bf55982552b
scene-0015,4,f405bf5322cb40d3811fcbe802c0eb8d
scene-0015,5,061805d66b424aa18267bdd7a955b761
scene-0015,6,1efe6efdec394a219cfda8e18e297242
scene-0015,7,5e0d10b1807d4f2e882b6162e02b9f93
scene-0015,8,ce4988f5118c4e41a1954abd638c5834
scene-0015,9,dca60e243d2d423daf320e3f6593ed96
scene-0015,10,e18b1aef00754af89e937842ce6ba4be
scene-0015,11,23e4bbcd10fe43e1982867dab19c79e8
scene-0015,12,9ec1f5b804234e15a1ceb2484201b689
scene-0015,13,18ad5b3aea22454398cc279f33b9a799
scene-0015,14,c99f5e4f006448babe8d48a5eb69c449
scene-0015,15,54f30ff0370b482b823ffedbb19efc2a
scene-0015,16,acf618ad1ec44392941f65d04719adc7
scene-0015,17,20354d14175b447a93ffcd4eabd54732
scene-0015,18,d13f68b9973440a9b8c6c5b92f191513
scene-0015,19,07ccc9049a724e91b13610e0f849a705
scene-0015,20,985f2f38301745b7ae7ef88ad9de59ca
scene-0015,21,2945e6bfeea7425c8adf44f3225122d3
scene-0015,22,b95702eac8684e80ab65303126cc1e58
scene-0015,23,1e43672fe86540b78402473300ca4c8f
scene-0015,24,2c63d07c2c0345539a1839bfcab22579
scene-0015,25,d6b547f2d5ef4f969280b550bd9ac3fb
scene-0015,26,e50376703d6c4e6b870d6a2d7eda3402
scene-0015,27,77558d8e009b490382605c12b7fe8d9e
scene-0015,28,45d1cc714d2a4e57af1dc4683beb2bac
scene-0015,29,c9b7e76f90594a84b5a4ea6750912d02
scene-0015,30,9a59cb6d9027481b9d5602bce9c76b4f
scene-0015,31,c403e0d3bccd4588b18fb4d6f1bb7eab
scene-0015,32,a26a43f97a8649548eea5dbaafe5de72
scene-0015,33,cf753561271b4c40bef93a35bb0cf13f
scene-0015,34,948b555d974b45e087b3d746a4cdf677
scene-0015,35,42605be925b84bbe97cf884d850c6a1c
scene-0015,36,35f8b51f153146108250e5c48d0b8026
scene-0015,37,54f76e2010ea4ac5a9b9f354ad28612c
scene-0015,38,2b996cb489344a3f94840f8e2184ac77
scene-0015,39,8a96bc21f4fa46d392daea4db4814547
scene-0016,0,fbd3aa2098234fb1869d34d920e16eda
scene-0016,1,1ee6726a7f75445b8603980cb2bc20df
scene-0016,2,7d0b70d62a3a48d4818173cab9983b63
scene-0016,3,d64e599dc5c64226895649debdd49793
scene-0016,4,581b3ac0f7904012b2569fb92a986640
scene-0016,5,9234bbf8c7c14d758c541f475cfa95b3
scene-0016,6,80905606dcda4d78a5eb61e1676e1ef8
scene-0016,7,3c7491fa33b74757a8feab372f66b280
scene-0016,8,b9ee1bc6c5a24dea896c52970bc5fa6f
scene-0016,9,30b94629946e487abf5866b738790f0c
scene-0016,10,7ac3bb7fba5c4852a685555407cd10f1
scene-0016,11,35eff3f6f5b84929a33c2bda269a266f
scene-0016,12,50488284203440c0b64f5e78e87aa28f
scene-0016,13,410dea74acf640189bdf89c5b0f64265
scene-0016,14,1fe2834ee41a4f81b8323b27d92139d1
scene-0016,15,4d53a5c439ef43028f3d4b874adac519
scene-0016,16,ac25dbfbcd3843c7b6023e59aedc5175
scene-0016,17,842b501588f84b8bb815fce938556b32
scene-0016,18,3414bbcff961455ea6549ba1a2bb3b81
scene-0016,19,48de6a86245f44bdbf4921d2695cd6a8
scene-0016,20,381fe530586b4c189e10cbefbfb0e773
scene-0016,21,f54c35623097453e8adccb553b2cd2ba
scene-0016,22,a13c1966d657438094f1116fd27d2c1e
scene-0016,23,c94c07c0adac438d9fc5fa2e2c2b4811
scene-0016,24,49ae81f8e34c4e06bc213d925cc1ca84
scene-0016,25,52c853ea6b55497b9cd9ddaa03f92133
scene-0016,26,32e69a777d58481ab972dbea3ff75974
scene-0016,27,d34984a371044f33998cde724c33a102
scene-0016,28,53634328fddd46e883f7e1d6ccb7b059
scene-0016,29,856952a195714be0bdd50295c561706d
scene-0016,30,921505c43d8140678c34d83bba358a6f
scene-0016,31,b7054aad1b4d4bc59ecde0d0d0acd369
scene-0016,32,9af33b52e11c458096ce6bee5548c1ea
scene-0016,33,40af6a4135e64e6496a3bde206fd5ed3
scene-0016,34,a78c360914e444f3a489d3c8bfbf1b51
scene-0016,35,ebbbaf52f11b461da3831127ae713d17
scene-0016,36,ebcaba2b04db43e28b301efc7d6f3e9a
scene-0016,37,4f6e2d8e22ce40cebfd0d3de008f4d4e
scene-0016,38,9cb4d97844624443b1f7c3333bb13c5c
scene-0016,39,9cdae13a6a0545d8a2fc50c06d993c7e
scene-0017,0,134c7f63827c4b858a2a4ce0582d8f6e
scene-0017,1,ead426cf94b849149ff45a314c4efe2b
scene-0017,2,d2776ad57f7e47caa2001aea3f60b204
scene-0017,3,42c7b34a5f9e440baf4d8ce1cf75922c
scene-0017,4,4b4c3bc538e64867a9712470e04d61cf
scene-0017,5,0966ed2dfcd744ef831f394b7933f747
scene-0017,6,5c561271e7f64c42bad8343eb42043e4
scene-0017,7,ddff867e8f5944869c55dfeca2151ba8
scene-0017,8,40847c1f1fd34cf2bdf278782dba841a
scene-0017,9,3adeaa8b4f5f4b32a361534424ec6c71
scene-0017,10,6413a3e27b664997a08f7a0b82667d06
scene-0017,11,6609fa8733f14987ab840f3467c609e3
scene-0017,12,ef03db0d15d241bf98a72fcdb87989e2
scene-0017,13,fbac9771eca241c4b18c195395d64e22
scene-0017,14,ef661945febb4f4b9f11bea17dd55c63
scene-0017,15,f274b48b3f8245669f97556d66ce468b
scene-0017,16,dd8165825b8e4514aafd5b92fd9a3d6e
scene-0017,17,603304c79ec14a318fdb1c896b8aa43f
scene-0017,18,04f790baf5a44f359a8b797be0550994
scene-0017,19,b4bff2b0e4774147ac53fb96ff9317b5
scene-0017,20,3425c66163af46cca4c96006d425e0eb
scene-0017,21,cdc90732e957479da6c8a80c9fad6f78
scene-0017,22,8b66733250b94940b0e7477c8b182512
scene-0017,23,3d9f13edf73c4e25a484253ebf80f222
scene-0017,24,2a271f85c90a45a9a6f33d9cc281943e
scene-0017,25,9a476217cc324813a5760c9852643324
scene-0017,26,657b2fe881834950a629c05285b2055a
scene-0017,27,a7eee1088f4a43f4b1c49324e4a6803e
scene-0017,28,93d25b8eaa46429a997327e6e333f627
scene-0017,29,ce130b56a60242dfb4369eb62bac9478
scene-0017,30,789b705cdbcd4e5bb43812186d612d7d
scene-0017,31,43357fafe91d4c018e42f07f16fc383c
scene-0017,32,470df44aab6241f4843137efa2e55b85
scene-0017,33,14684fc1b81a43888b992d553add01cf
scene-0017,34,65afa21300f3456b993fd438e3f5a532
scene-0017,35,fe04ede880b14ae7b07e27d9fb283f08
scene-0017,36,012f334ee21b46be8133515d1ca58bc9
scene-0017,37,98fd9fd58c2f4facb90912ed9387622f
scene-0017,38,6ec76d5f32224d11bdc44c4dcd356461
scene-0017,39,d995c004834a4c4eb5ef3c7dbefc720a
scene-0018,0,f0e4797551024f9487a016ee9d9e29e1
scene-0018,1,6cc2a560dacc42149e0780bfb6efe682
scene-0018,2,b78605983b3543a1a70df4b3805e4dfc
scene-0018,3,f6486e3c8a90429dbf1d3d66a91239d3
scene-0018,4,248f5231a8c94b5da0b58e515ad68298
scene-0018,5,06cc9133c0684cf2b676cf5f7c49e88b
scene-0018,6,2ff5689a089844f0a2097b1883916003
scene-0018,7,e22c0bbea22343e7beffd77c44679a83
scene-0018,8,b16c13a33031451e97116a3149783fa9
scene-0018,9,1cc4743fc70047ad8eac0777e43cfe57
scene-0018,10,72f030bd5dd142d497c090dc04bb5697
scene-0018,11,e8dd2a90a84142b2aa1c42126d3f135b
scene-0018,12,82a88b409fe4435ea678f8f89ba34b74
scene-0018,13,4d53bb70174b4e8db3913f50a7bc1590
scene-0018,14,b66b4277cf6145bbabb891ea7193dfa6
scene-0018,15,6611e3ee45484c5d80bd4703d458e518
scene-0018,16,6d0cc921b3564b00ac7925cf529310ae
scene-0018,17,80406b20df8c43ad98e4a7d6b8de00ae
scene-0018,18,1232e4600cb4400db443ae7e6a710c1c
scene-0018,19,81f15cced544486daa6aa4d6b6bf17d9
scene-0018,20,dbffcc96729b420380ace0e08ad587d5
scene-0018,21,73ac66237c854ee69fc29e9b24860e41
scene-0018,22,9fbcde13d96b43a8aee0f76aee3bfc65
scene-0018,23,b1c6966bd3a547ed82273d837490e63a
scene-0018,24,b173607014c44dfd86cfee252561315f
scene-0018,25,3c23cd7c54034c298278d81d0b3d3954
scene-0018,26,07794b6977294d6185f1b4567cd10e4b
scene-0018,27,f8b5e98950ed483e92ece29c264c072e
scene-0018,28,56b2752879d247359f620173a94838c3
scene-0018,29,bb99cbc063344aa497ce11315ff5bf8d
scene-0018,30,cf5c4b437daf4bb3ad68d0f88ea7bff2
scene-0018,31,8610dd7c403e48dd91ad1bb1ef77b308
scene-0018,32,e9b9031b8f5f41e89bd5eed158feaf14
scene-0018,33,a6be1b51213443ba9991585f56a30c71
scene-0018,34,f540699e07cf47d8bddeb1f0227a7417
scene-0018,35,ba22ee94c0b04c69aca0a5171a8e9863
scene-0018,36,d0113c8f8ab3486180fc0689728adca3
scene-0018,37,b007fc18b89f4f42bf5798e093b43729
scene-0018,38,15c9fc58c4544a929763a1f2a34a2269
scene-0018,39,59e1ec0333a747d58efe81aeb250c113
scene-0019,0,b7d39e03124a49c69083bb6b8b23ce38
scene-0019,1,d8a9c9c7ef7e4f9cbc03f48f94b57370
scene-0019,2,41eadff98d2649a19ba268504820c389
scene-0019,3,eea47cb542c6477a868e0de45c9b02c4
scene-0019,4,7db6aa626fe641afbd555caa132c0cb0
scene-0019,5,56bce8e241bd457dac12a934134b477b
scene-0019,6,40599f85823f42b7b2af58331bc466f3
scene-0019,7,e2b98ffff9d249508e1986ea6191bcaa
scene-0019,8,7169eced1ce64fa7bd22e4a6fa193b8d
scene-0019,9,7d2e7f5c87fa49ec80b5e393c6ef7230
scene-0019,10,2bb61f7343cf45ec857b602f72f2d319
scene-0019,11,c64c6c970ae94cf8bdf7e98f804eb889
scene-0019,12,3082b36a962f4174aff23dd948f5ff85
scene-0019,13,eded358c306b4bf9b91fb67db86310af
scene-0019,14,4117c48b1ffa4667801d85643eb8291f
scene-0019,15,0a597f318c934343bc353de70102be6e
scene-0019,16,b0691648cfba45c495b190ad8273a9bb
scene-0019,17,2798769c09e8461f9e9f9e93d1733001
scene-0019,18,48923c4573b44b329080f08f65f02695
scene-0019,19,2129f7f0aa3e45a5b58df9ddd62ecab2
scene-0019,20,49478b7a2bf74eb98ec3a7a86047dfa8
scene-0019,21,ae83482d78ee463590e10a0ad75c8a53
scene-0019,22,52b2a002307241b8b3c5bb025390fc19
scene-0019,23,d1df3366846f4aae8b1847cd810fccd1
scene-0019,24,d2524d69f0df43ef83a43b458c2af1e0
scene-0019,25,de1465b03ce54dff8f8b4e718f64a985
scene-0019,26,40361ae68e894233bd2d6fc5faf9d915
scene-0019,27,50ada898780b4bb98e8e517287065c38
scene-0019,28,3a69e1fd93f142b8b01e68242d284969
scene-0019,29,58c815975f4e401281f587f76450ede4
scene-0019,30,ca004dced6b14fad85ae59eed00026b1
scene-0019,31,1fbeb180dcb940268ce8dc4b6d544f53
scene-0019,32,b0b837db91f149dea348720b1bc00e26
scene-0019,33,1ae0605ba30943989bb5f430815e27a8
scene-0019,34,8b5e5c70dba141538b9c5e89818848c3
scene-0019,35,37bc30e4e4de4a7681106582ae93e722
scene-0019,36,ed9a890fd88f4f298f2a8f90babcbc02
scene-0019,37,8ea26a603cd34da4811c2aec41e05555
scene-0019,38,9a566f8ff6134d73822c046046bbc5cc
scene-0019,39,afaf41b80a66437ab1235fe6cb6a2ecd
scene-0020,0,517a07a7eea34fb6b8fbee028840ec87
scene-0020,1,9a243822c8dd451f863c6f3e02c520f3
scene-0020,2,d17367e65c5848a1b1bd13545b4588d0
scene-0020,3,4687c93cca6e4135ac78d549c286f393
scene-0020,4,4520d73845374d60896106f41c1ef427
scene-0020,5,fe602e3545924d5e9b12817b78c90ddb
scene-0020,6,bbba31d91e334f4abf6d1f96bf699980
scene-0020,7,00555b2de3954c988621617787d900f1
scene-0020,8,a8904c5f0c604ec2bb7cc3e2c7ab07c5
scene-0020,9,e56aba7a91ea442dae8e7926a0d8f052
scene-0020,10,7bee9b03539f4d1ba0e84fd64d1fd480
scene-0020,11,2bd8c7c927914921a022c2ad3b9d025f
scene-0020,12,c8d61404b70940e3aa54ceaaf5f97322
scene-0020,13,8e4e202ff5e14e09baad8c32fcadeae4
scene-0020,14,247c70b9424341c2a1dc5555adce09d6
scene-0020,15,d98a0d70f184407985c6af457a36458f
scene-0020,16,df9929a0ddf54eb085ab793ae1e7f172
scene-0020,17,5a3cdaf698374be7a9effa6f07708c8f
scene-0020,18,e6ad1352eca14b09aa22fc4c3d433666
scene-0020,19,182cbaa9d85740f68f3436acc6073ef7
scene-0020,20,d70ddfd8201b46b898e8daa5aaf081f0
scene-0020,21,f417088c4bf7432990df0f954ddfcd89
scene-0020,22,7749cae99ced4337ab5d5385c6b5516f
scene-0020,23,bd56288f906041a78b9ffb0d5e20884f
scene-0020,24,67ab769541f541f48cefbfd4770ec127
scene-0020,25,7836c1a8996b41e29776fb038f627235
scene-0020,26,3a79189434434908b4ad669e2ab6a03b
scene-0020,27,84ac535e89264a9492d14ecfe93d478b
scene-0020,28,24684b9c5ad44496ad6214dae1c19581
scene-0020,29,6627628f72fb43d78288abb283deefcd
scene-0020,30,3514d4a3474440c49fbe126af4dc1c55
scene-0020,31,bc97f8abd66f4f50961918081592854a
scene-0020,32,018544073581453fa7369ad7063135bf
scene-0020,33,eccbf98220bd449ca307913dba80f5ce
scene-0020,34,143a8e6ae77e44b08ce72eccd1659302
scene-0020,35,d379c1a590d64de3ac703c914d8950fd
scene-0020,36,614424a541a64dc49fb94db233994053
scene-0020,37,8ecca46da8ff4f8a8fabfca4758db414
scene-0020,38,b8c1727432364080b983d322a2752dcb
scene-0021,0,46f7968fb3d94da1a35cee3fd2cdd9c7
scene-0021,1,26372d156431456ea3093a3d32a0b6db
scene-0021,2,74c03d0f0f744bed935325b7d117a52b
scene-0021,3,63245f8ba976431da6812a29a916660a
scene-0021,4,6c9a72368c0b442bbe75f55c7a324708
scene-0021,5,17ea8c857d884c8ebb31ae19381e4322
scene-0021,6,739b4b73505e4d31866028ea381f415d
scene-0021,7,8eb6ed9e552c40f4b576bbe60f2cb55f
scene-0021,8,a3d4456cd792421cb22e59f1dbcb052a
scene-0021,9,8b6891cad27d4649bbe2a06055be4f7e
scene-0021,10,0b03409f980d495f8895785ec6963cb6
scene-0021,11,2a16bef3c1494de3a582f298fea9fa0e
scene-0021,12,b8270b9749ce4edcb45f575546ba8d37
scene-0021,13,5750b8c5b7884ad28dc391b1c6ed5946
scene-0021,14,6dc0d7f6a4594896bea4997fb8bcf013
scene-0021,15,cc5d111bf469460ebe535cd04542fcb1
scene-0021,16,8d9bbe9b03a0415a956dfbdfc8813aa2
scene-0021,17,5fb0c750bcaf4abe83072022193448c2
scene-0021,18,2bb732577bc3469faffcf42f96a56d0f
scene-0021,19,31d071a119c6449dae7c9039ce8ef79d
scene-0021,20,d14217acbfbf4003a301b6d3c1ea6637
scene-0021,21,f7a2ecdc2d824aedb0b94724abed4a5b
scene-0021,22,e73eeb0396a1414c8a1f57a5ebafab37
scene-0021,23,91a189c1a3ca483e98c7dd8b2fbd57b3
scene-0021,24,4ef1587c085b43288dd70dbea9a4f60c
scene-0021,25,e25bd16daa3f4782a33c6e3361d38114
scene-0021,26,890968303c924855b8b2349649807a46
scene-0021,27,c0cc6b799a424a3cbad4bcf8a6920359
scene-0021,28,7d3f4f121bc44f74a9cecbb2c3c645b6
scene-0021,29,2f1ea51cd0a94a4d99f3e7ba83afde28
scene-0021,30,f8aa9c94f6474ee2945b49802e206a8b
scene-0021,31,e0e4f6e2772d4404b59949f7b78acf88
scene-0021,32,f80bb729971946fdbf8c310bff3edabf
scene-0021,33,86e3aefe9f6544bb931068995dc3b1e1
scene-0021,34,660f711d91fc42158eb8afc5063adb60
scene-0021,35,06e3204145384701825d1c3cdc707f35
scene-0021,36,89b7d45a58b84d2d9eae7b6b51932f3a
scene-0021,37,55107d4d21664eb8aba3c983d7aa8745
scene-0021,38,f6f6d727126e419e8a0230737145a1c1
scene-0021,39,04a58655c5f847118011c66becbf23b8
scene-0022,0,1247776e94cd4c2999df4d8cf07b43ee
scene-0022,1,0ca7e4ab1f17416b9b40a867becc746e
scene-0022,2,bf0f869608744492b861152fe1a00da4
scene-0022,3,d7f280ad9f5648cbbee4e56dc0446c00
scene-0022,4,883f8d77dc184d8480849b7ec156d496
scene-0022,5,bc928f34080143cb9f56b5b59fd71aed
scene-0022,6,3057b6636fb24702802896cd944f9593
scene-0022,7,05b837922fbd46fbab76efda7cea2373
scene-0022,8,9099b4918d3d462ca0fb18b41648ae1c
scene-0022,9,1e98565f9a204ac3bf6a7fad5b8b0530
scene-0022,10,f2074d5bed79494bba092ede8dbb1a09
scene-0022,11,b99b59abce4f4637bf8e00240dee961b
scene-0022,12,a1b24ae10dd1438597859611a13fe892
scene-0022,13,8c99931fb4e14d658050bdaac6c19b8a
scene-0022,14,d96260379fb54634b5022474c4bbf095
scene-0022,15,c8429748c8b2437b86619a02b457b09b
scene-0022,16,171635b86c1643e598b6e2fcb69030cd
scene-0022,17,2c5ddecd3e2048598d9e8259e9765874
scene-0022,18,951ac57b36f346718bbefb104e2db9f7
scene-0022,19,a9b04c513ff24c75bc4e6d9da849099a
scene-0022,20,090cc8955ca24ab290e29ce76f3b088b
scene-0022,21,f7bce2611f5943a0bd4679fbc840f335
scene-0022,22,9e784620bd684ee28d7d72f337060b24
scene-0022,23,d0786c5a22a64d59b013096510d3d006
scene-0022,24,3f557d37d7554395b8b3dfae0be18b91
scene-0022,25,c5bb4463c2a54ae5aae09b41aefcac73
scene-0022,26,c9bbf80a68e0472bb9b2ed9d9bfae35a
scene-0022,27,66e98d5c80c6408cbb3aee9ab0c8bc73
scene-0022,28,8293a45700074db6b77ba2c4ced413b2
scene-0022,29,a9aeb015d73a40d6b90f4609f0670566
scene-0022,30,5e7602fccef3460985ead6f7c81688a0
scene-0022,31,086488777f874869b694b023382c61f7
scene-0022,32,2c5e5aed2bc849f49b8f74d867bf6ae0
scene-0022,33,cb319537ffde4e81b8d7cdb402db0b2c
scene-0022,34,fc1decba1d684597aa6f9702bd3c4806
scene-0022,35,90845aab7dda4012b222fd89357f42f4
scene-0022,36,6de5509bb441456a8d05442a95c80996
scene-0022,37,5c3ee925f9f54fcbb3b0a25510b381e3
scene-0022,38,3170eea95f914bb597dd15e3be88345b
scene-0022,39,328fd8f2e946430b9b2b83f75dbc67fd
scene-0023,0,a085faf3366241a095a88d527a3fdc1b
scene-0023,1,c6fae425e7694f4bb4aea5da0196d433
scene-0023,2,9451ac6ed1854040903b94c284185534
scene-0023,3,ef969c90f4294fc3abc0ecd7d85c49a9
scene-0023,4,363dd5e0bec74edc958547759324c56a
scene-0023,5,3f218535b2ab49088401fcfa69cf5acc
scene-0023,6,ab806dcb71f446ec869a710f28d97727
scene-0023,7,3bb50b821c47433ea30d1da270155d9b
scene-0023,8,5dda0a3e52524eb6b46d902ca084021d
scene-0023,9,08adc1f8ccb941ebbcb6be4b90477b7f
scene-0023,10,687e601e59d44bfbb7f2fd19d98185d7
scene-0023,11,e759245e3f1d4e51a00b1da918442e21
scene-0023,12,b8a429d70c164028ba31d8f5b3473672
scene-0023,13,82ae4ae20309448fb7c2ef81cd1d9b54
scene-0023,14,bd0b19f001164853b28e37108b288d9f
scene-0023,15,b46130d95b9746ef985695d00325f3cf
scene-0023,16,21396e284e314570977466255e4e96f5
scene-0023,17,f16f2bfce974437fa2b072bd0be0e88f
scene-0023,18,aba7b4e53d664310833fe91218581d23
scene-0023,19,951845487e694c63af10cca2e2384137
scene-0023,20,bb229f2eb199473195c3b8891be4ae8d
scene-0023,21,4113ec8b67944976bf7eb58e2b162448
scene-0023,22,020dfd38919349dea80f90e5c326a3de
scene-0023,23,8a71d732371e4067b4dfa11953919549
scene-0023,24,d63c026dcf414a11b6a978f67d347dbd
scene-0023,25,3949e585a6064fd6a9818ef8bf09fcd8
scene-0023,26,5fb9b70862354ca4aa833fba628c81d0
scene-0023,27,b56f9bb8b47f45aea938669ec9b4b645
scene-0023,28,d46356fa1ccd466c82ec47ba49e869af
scene-0023,29,97459c70a9fe4f68a8017994922b629a
scene-0023,30,046f9ae6c3b14cb9a778eb7a5dd779a5
scene-0023,31,4cf68d7ad4634653ae3f2eafddd5cdb2
scene-0023,32,5624382d44a64fddbecdb56c12f49d83
scene-0023,33,c9b3e94d59c0492ba3f22ad531b304c2
scene-0023,34,513d56efbee44510910e54f5e5e94507
scene-0023,35,ad2c63e34d084d8fbf13bdeee04f6457
scene-0023,36,a0e97cf86ca846d7b3193b7de50b6128
scene-0023,37,ae7ecec2843b421aa49686d753a9a9f3
scene-0023,38,102fb6fa7ea84b9ebd2775d460389d3c
scene-0023,39,09c20b036021493ea64c166cd51ac14c
scene-0024,0,73c04e824a214a54922b03391a1549f3
scene-0024,1,bdb7191edd29442ebb489370fea67d6c
scene-0024,2,5111b855c90a4f08b3471e3432b9055c
scene-0024,3,625cb28093bd49b2909865618b09bf30
scene-0024,4,4bbfe2e15f654fd3821ddae62fe0c5bd
scene-0024,5,af380e7ff5ba4de1b429309330f8f3fd
scene-0024,6,00ee093616ef4d0abaafa4d9cf12d0bd
scene-0024,7,37b397c6f4114ce69ce15f70eb6c9340
scene-0024,8,6c7de63ed5f64275992b041550641710
scene-0024,9,a38098166d4049d1a81ff4e309415026
scene-0024,10,6708a82e3f1b453fbcec3cf279d2f0d6
scene-0024,11,1e7cd9c4ba56457f945d1912f0e43e73
scene-0024,12,dbef9281c1544285a8fb09957c000e4a
scene-0024,13,fa072c58538d4600a907a0a773578c83
scene-0024,14,dae6a9febc3447b0999dec350965e67a
scene-0024,15,6119ff02ad864cc6bbe765521f4736f9
scene-0024,16,c4549c02dc304267baaa27b54ed1582b
scene-0024,17,ffec712fbe4141cd983cca71eed15650
